name	va	args	gettop	player	pushes	returns	size
GetMana	08112270	1:number	0	1	nil,number,number	1	242
GetMapDropRateFile	080FFBF0	1:number	1	0	string	1	128
GetMapInfoFile	081024E0	1:number	1	0	string,string	1	157
GetMapNpcWithName	08102BC0	1:number 2:string	1	0	table,number	1	316
GetMapParam	080FE390	1:number 2:number 3:number	1	0	number,number,number	1	658
GetMapPlayerList	08106C80	1:number 2:number 3:number	1	0	table,number,nil,number,number,number	2	1245
GetMapTrapCount	08102A30	1:number	1	0	number	1	140
GetMapType	080FE5A0	1:number	1	0	number	1	130
GetMaskFeature	080FDDC0	1:number	1	0	number,number,number	1	295
GetMateName	08110340		0	1	string	1	118
GetMaxDurability	080FD5C0	1:number	1	0	number	1	108
GetMaxEquipWishValue	080FCD80	1:number	1	0	number	1	120
GetMaxResist	08108C00	1:number 2:number 3:number 4:number	1	1	number,number,number,number,number	1	1430
GetMissionS	08107160	1:number	1	0	string,string	1	188
GetMissionV	081072F0	1:number 2:number	1	0	number	1	367
GetName	08111E70		0	1	string,nil	1	83
GetNewBulletin	08123830	?:number	1	1		0	483
GetNextItemIndexInRoom	0810D270	1:number 2:number 3:number 4:number 5:number 6:number	0	1	number,number,number	2	380
GetNextPlayer	08135760	1:number 2:number 3:number	1	0	number,number,number,number,number,number	2	2803
GetNextPlayerAtSW	081075D0	1:number ?:?	1	1	number,number,number,number,number	1	1138
GetNextPlayerAtServer	08101D20		0	0	number	1	46
GetNpcAroundNpcList	08104A20	1:string 2:number 3:number	1	0	table,number,number,nil,number,number	2	599
GetNpcAroundPlayerList	08104870	1:string 2:number 3:number	1	0	table,number,number,nil,number,table,number,number,nil,number,number	2	1031
GetNpcCurCamp	0811B260	1:number	0	0	number	1	121
GetNpcCurLife	080FBFF0	1:number	1	0	number	1	104
GetNpcCurMaxLife	080FBF70	1:number	1	0	number	1	120
GetNpcDropRateFile	080FFC70	1:number	1	0	string	1	128
GetNpcExpRate	081C0B50		0	0	number	1	34
GetNpcFightState	080FD9B0	1:number	1	0	number	1	133
GetNpcFreeCount	080FBDC0		0	0	number	1	44
GetNpcId	080FD920	1:number	1	0	number,number	1	277
GetNpcIdx	08110300		0	1	number	1	60
GetNpcKind	080FDA40	1:number	1	0	number	1	141
GetNpcLife	08117EF0	1:number	0	1	number	1	134
GetNpcName	08100040	1:number	0	0	string,string	1	136
GetNpcParam	081C0A00	1:number 2:number	1	0	number,number	1	323
GetNpcPos	081293F0	1:number	1	0	number,number,number,number	3	286
GetNpcPowerType	08120D50	1:number	1	0	number,number	1	163
GetNpcScript	080FFCF0	1:number	1	0	string,number	2	169
GetNpcSeries	080FE080	1:number	0	0	number,number	1	135
GetNpcSettingIdx	080FDE50	1:number	1	0	number,number	1	151
GetNpcTimer	08100170	1:number	1	0	nil,number	1	163
GetNpcTong	0811A9C0	1:number	1	0	string,number	2	228
GetOnlineCommissionStatus	081091A0	1:number 2:number	1	1	number	1	547
GetOrgMaxDurability	08104FA0	1:number	1	0	number	1	116
GetPK	081103C0	1:number	1	1	number	1	224
GetPMParam	0812AD90	1:number 2:number 3:number 4:number 5:number	1	1	number	1	2346
GetPartnerBagLevel	081143F0		0	1	number,number	1	113
GetPayTicket	080FD3B0	1:number	1	0	number,number,number,number	2	524
GetPayTicketCount	080FBBD0		0	0	number	1	44
GetPhyR	081128B0	1:number	0	1	nil,number,number,number	1	314
GetPkReduceState	081094D0		0	1	number,number,number,number	4	157
GetPlatinaEquipIndex	080FEF70	1:number	1	0	number,number,number	1	27
GetPlatinaLevel	08100520	1:number	1	0	nil,number	1	161
GetPlayerClientIP	08127EE0		0	1	string,nil	1	199
GetPlayerCount	080FBCC0		0	0	number	1	34
GetPlayerEnteringTrap	08111370		0	1	number	1	67
GetPlayerFeature	080FDC80	1:number	1	0	number,number,number,number,number	5	320
GetPlayerFortuneRank	0810AB50		0	1	number	1	74
GetPlayerMagicAttrib	08119060		0	1	table,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number,string,number		2978
GetPlayerRev	08114730		0	1	number,number	2	86
GetPoisonCount	0810AE70		0	1	number	1	79
GetPoisonR	08112B50	1:number	0	1	nil,number,number,number	1	314
GetPos	08129140		0	1	number,number,number	3	243
GetPotionCount	0810AE70		0	1	number	1	79
GetPrice2Station	08106620	1:number 2:number	0	0	number	1	126
GetPrice2WayPoint	081066A0	1:number 2:number	0	0	number	1	126
GetProductLanguge	080FFB90		0	0	string,number	2	84
GetProductRegion	080FFB30		0	0	string,number	2	84
GetProgressBarMaskEvent	080FBAF0		0	0	number	1	67
GetProp	0810F9F0		0	1	number	1	72
GetProtectTime	0810E460		0	1	number	1	74
GetPtMagicAttrExValue	08101070	1:number 2:number	1	0	number,number,number	1	411
GetPunish	0810F400		0	1	number	1	103
GetPvPKilledNum	08117720		0	1	number,number	1	105
GetQAnswer	08129FF0	1:number	1	0	number,number	1	326
GetQBeginTime	0812A500	1:number	1	0	number,number	1	310
GetQEndTime	0812A640	1:number	1	0	number,number	1	310
GetQuestion	0812A8C0	1:number	1	0	string,string	1	312
GetQuestionPrice	0812A3C0	1:number	1	0	number,number	1	310
GetQuestionTip	0812A780	1:number	1	0	string,string	1	312
GetRank	08110A70		0	1	number	1	104
GetRanking	08107920		1	1	number	1	290
GetRefuseLoginCount	0814EA40		0	1	number,number	1	94
GetRefuseLoginFlag	0814EAA0		0	1	number,number	1	94
GetRelaxTime	081110C0		0	1	number	1	96
GetRepairDurPrice	08127D20	1:number	1	0	number,number	1	153
GetRepute	08117230		0	1	number	1	88
GetRespect	08129790		0	1	number	1	118
GetRestAP	08111CC0		0	1	number,nil	1	83
GetRestSP	08111C60		0	1	number,nil	1	83
GetRestTime	08116370		0	1	number,number,nil,number,number	1	233
GetRetScoreForGoldCoin	081185B0		0	1	number	1	106
GetRideState	08111730		0	1	number,number	1	114
GetRoleCreateDate	0810C2F0		0	1	number,number	1	226
GetRoleCreateTime	0810C210		0	1	string,string	1	224
GetRoleCreateTimeData	0810C1A0		0	1	number,number	1	109
GetRoleDataTransMark	0810C130		0	1	number,number	1	106
GetRoleEquipValue	08108590		0	1	number,table,number,table,number,string,number,number,number,number	2	461
GetRoomItems	0810D170	1:number	0	1	table,number	1	251
GetSaleMoney	08113420	1:number	1	1		0	217
GetSeries	08111F30		0	1	number,nil	1	107
GetServerDate	0812A280	1:number	1	0	string,number,number	1	630
GetServerName	08106510		0	0	string,string	1	103
GetServiceMatchID	081065F0		0	0	number	1	44
GetSex	08112020		0	1	number,nil	1	107
GetSignCodeSyncTime	0814E6F0		0	0	number	1	57
GetSignUpTongName	0812C690	1:string 2:string	1	0	string,number	1	1848
GetSkillCount	0811C510	1:number	1	1	number,number,number	1	289
GetSkillExp	0812AB40	1:number 2:number 3:number 4:number	1	1	number,number,number	1	2335
GetSkillId	08114A30	1:number	1	1	number,number,number	1	345
GetSkillMaxLevel	080FDAD0	1:number	1	0	number,number	1	155
GetSkillMaxLevelAddons	08108B20		0	1	number	1	74
GetSkillName	08129B70	1:number 2:number	1	0	string,string,string,string	1	586
GetSkillNextExp	0812AC50	1:number 2:number 3:number 4:number 5:number	1	1	number,number	1	2345
GetSkillState	08125CB0	1:number	1	1	number,number	1	180
GetStallState	08107A50		0	1	number	1	74
GetStallTotal	080FBD70		0	0	number	1	71
GetStallTotalTax	080FBD20		0	0	number	1	71
GetStamina	08112170	1:number	0	1	nil,number,number	1	242
GetStarLevel	080FCE80	1:number	1	0	number	1	120
GetStarStoneOnEquip	080FCA40	1:number 2:number	1	0	number,number		266
GetStation	08110DB0	1:number 2:number	1	1	number,number,number	1	408
GetStationCount	08110EF0		0	1	number	1	88
GetStationName	08110BD0	1:number 2:number	1	1	string,string,number,number,number,number,number,number	1	888
GetStationPos	08106070	1:number	0	0	number,number,number	3	478
GetStoneLevelOnEquip	080FC980	1:number 2:number	1	0	number,number,number	0	458
GetStrg	08111890	1:number	0	1	number,number,nil	1	196
GetStringTask	081166E0	1:number	0	1	string,nil	1	156
GetSwitch	08102F00	1:string	1	0	number	1	116
GetTask	08116890	1:number	0	1	number,nil	1	148
GetTaskEventID	08174230	1:number 2:number	1	0	number,nil,string,nil,nil,string,number	1	638
GetTaskMoney	08101270	2:number	1	0		0	110
GetTaskStatus	08175090	1:string 2:number 3:number	1	1	nil,number,string,nil,number,number	2	722
GetTaskTemp	08123A20	?:number	1	1	number,nil	1	162
GetTaxCollected	08121AA0	1:number	1	0	number,number	1	162
GetTeam	08115630		0	1	nil,number	1	93
GetTeamMember	08115530	1:number	1	1	number,nil,number	1	349
GetTeamSize	08115480	1:number	1	1	number,number,nil,number	1	525
GetTerminiFState	08110910	1:number	1	1	number	1	200
GetTicket	080FD490	1:number	1	0	number,number	1	300
GetTicketCount	080FBC00		0	0	number	1	44
GetTimerId	08116400		0	1	number,number	1	89
GetTireTime	08111120		0	1	number	1	96
GetTiredDegree	08111180		0	1	number	1	96
GetTmpCamp	0810BB70	1:number	1	1	number	1	178
GetTmpValue	08174F40	1:string 2:number 3:number	1	1	nil,number,nil,number,string,nil,number,number	2	1058
GetTong	0811AAB0		0	1	string,number	2	127
GetTongCamp	08114560		0	1	number	1	72
GetTongFigure	081145B0		0	1	number	1	72
GetTongLogData	08190BB0		0	0	table,number,number,number,string,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number		2171
GetTongMTask	0812DC60	1:number 2:string	1	1	number,number	1	1391
GetTongMaster	081144F0		0	1	string,number	1	184
GetTongMemberCount	0811AC80	1:number	1	1	number	1	165
GetTongMemberID	08114600		0	1	number	1	77
GetTongName	0811AB30		0	1	string,number	2	156
GetTongTitle	0811AF00		0	1	string	1	109
GetTongWeek	08113E10		0	1	number,number	1	105
GetTotalItemCount	0811D980		0	0	number	1	54
GetTotalMagicLevel	08127DC0	1:number	1	0	number,number	1	153
GetTotalOffer	08114170		0	1	number,number	1	105
GetTotalSkill	0811C5D0		0	1	number	1	97
GetTradeTotal	080FBCF0		0	0	number	1	34
GetTripMode	080FBAC0		0	0	number	1	44
GetUUID	08111E00		0	1	number,nil	1	99
GetVit	081117B0	1:number	0	1	number,number,nil	1	212
GetWayPoint	08110CC0	1:number 2:number	1	1	number,number,number,number,number,number	1	648
GetWayPointName	08110AE0	1:number 2:number	1	1	string,string,string,string,number,number,number,number,number,number	1	1128
GetWayPointPos	08105F30	1:number	0	0	number,number,number	3	310
GetWeekGoalOffer	08114390		0	1	number,number	1	89
GetWeeklyOffer	08114320		0	1	number,number	1	105
GetWharf	08106310	1:number 2:number	0	0	number	1	196
GetWharfCount	08106460	1:number	1	0	number,string,string	1	279
GetWharfName	08106250	1:number 2:number	0	0	string,number	1	388
GetWharfPos	08105D30	1:number	0	0	number,number,number	3	505
GetWharfPrice	081063E0	1:number 2:number	0	0	number	1	126
GetWorldPos	08128F30		0	1	number,number,number,number,number,number	3	379
GiveItemUI	0812BBA0	1:number 2:number 3:string 4:string 5:number 6:string 7:number	1	1		0	2864
HandItemIdx	081150F0		0	1	number	1	79
HaveBeginWar	08104770	1:string 2:number 3:number	1	0	number,nil,number,table,number,number,nil,number,table,number,number,nil,number,number	2	1287
HaveCommonItem	0811D140	1:number 2:number 3:number	1	1	number,number,number,number	1	614
HaveItem	0811D250	1:number	1	1	number,number,number	1	342
HaveMagic	0811C930	1:number	1	1	number,number,number,number,number,number	1	808
HideNpc	08106FC0	1:number 2:number	1	0		0	413
IL	0812E1D0	1:number 2:string 3:number	1	0	number,number	1	2253
ITEM_Abrade2BrokenEquip	08154CB0	1:number 2:number 3:string 4:number 5:number 6:number	1	1	number,number,number,number,number,table,string,number,number,number,number,number,number,number,number,number	1	1635
ITEM_BrokenEquip2Normal	08154B80	1:number 2:number 3:string 4:number 5:number 6:number	1	1	number,number,number,number,number,number,number,number,table,string,number,number,number,number,number,number,number,number,number	1	1939
ITEM_CalcItemValue	081553F0	1:number 2:string 3:number 4:number 5:number 6:number 7:number 8:number 9:? 10:? 11:string ?:number	1	0	number,number,number,number	1	2419
ITEM_DropRateItem	08154DE0	1:number 2:number 3:string 4:number 5:number 6:number	1	1	number,number,table,string,number,number,number,number,number,number,number,number,number	1	1331
ITEM_ExportShop	08154440		0	0		0	22
ITEM_GetExpiredTime	08154540	1:number	1	0	number,number	1	162
ITEM_GetImmediaItemIndex	08155320	1:number	0	1	number,number	1	208
ITEM_GetItemExParam	081547D0	1:number 2:number	1	0	number,number,number,number	1	434
ITEM_GetItemInfo	081550F0	1:number	0	0	table,string,number,number,number,number,number,number,number,number,number	1	547
ITEM_GetItemRandSeed	081548E0	1:number	1	0	number,number	1	162
ITEM_GetItemVersion	08154990	1:number	1	0	number,number	1	151
ITEM_GetLatestItemVersion	081542C0		0	0	number	1	34
ITEM_GetLeftUsageTime	081545F0	1:number	1	0	number,number	1	162
ITEM_SetExpiredTime	08154A30	1:number 2:number 3:string 4:number 5:number 6:number	1	1	number,number,number,number,number,number,number,number,number,number,number,number,table,string,number,number,number,number,number,number,number,number	1	2196
ITEM_SetExpiredTime2	08154460	1:number 2:number	1	0	number,number,number,number	1	386
ITEM_SetItemExParam	081546A0	1:number 2:number 3:number	1	0	number,number,number,number,number,number	1	738
ITEM_SetLeftUsageTime	08154FD0	1:number 2:number	1	1	number,number,table,string,number,number,number,number,number,number,number,number,number	1	835
ITEM_TransferItemValue	08155BB0	1:number 2:? ?:number	1	0	number,number	1	435
Include	08123B60	1:string 2:number 3:? ?:string	1	1	number,number	0	2557
IncludeLib	0812E1D0	1:number 2:string 3:number	1	0	number,number	1	2253
IncreasePoisonCount	0810B170		0	1	number	1	176
IncreasePotionCount	0810B170		0	1	number	1	176
IniFile_GetData	0814ABD0	1:string 2:string 3:string	1	0	string,string	1	798
IniFile_Load	0814AFB0	1:string 2:string	1	0	number,number	1	138
IniFile_Save	0814B160	1:string 2:string	1	0	number,number	1	224
IniFile_SetData	0814AAF0	1:string 2:string 3:string 4:string	1	0	string,string	1	1022
IniFile_UnLoad	0814B0E0	1:string	1	0	number,number	1	113
InlayStarStone	0810A2C0	1:number 2:number 3:number 4:number	1	1	number,number	1	609
IsArenaBegin	08101620	1:number	1	0	number,number,number,string,number	1	528
IsBiaoCheAlive	0812D860	1:number 2:string	1	1	number,number,number,number,number,number	1	1915
IsCaptain	08115690		0	1	number,number	1	105
IsDeath	0810AC70		0	1	number	1	137
IsDisabledChatCity	0812EEE0		0	1	number,number	1	105
IsDisabledChatWorld	081264B0		0	1	number,number	1	105
IsDisabledStall	0812EE70		0	1	number,number	1	105
IsDisabledTeam	0812EF50		0	1	number,number	1	105
IsDisabledUseHeart	0812ED70		0	1	number,number	1	113
IsDisabledUseTownP	0812EDF0		0	1	number,number	1	113
IsExpSkill	0812CF30	1:number	1	1	number,number,number	1	890
IsForbidChangePK	0810F540		0	1	number	1	72
IsGSHaveFreeMap	081270D0		0	0	number	1	46
IsHide	0810AD00	1:number	1	1	number	1	292
IsItemStackable	080FD320	1:number	1	0	number,number,number,number,number,number	2	668
IsMyItem	0811B4D0	1:number 2:number 3:number 4:number	1	1	number,number,number	1	434
IsNpcFeatureChanged	08103530	1:number	1	0	number,number	1	138
IsNpcHide	08106EC0	1:number 2:number	1	0	number	1	669
IsOpeningModule	08127940	1:number	1	0	number,number	1	291
IsOwnFeatureChanged	0810CAA0		0	1	number,number	1	121
IsSeriesAccrue	08100EF0	1:number 2:number	1	0	number,number,number,number,number,number,number	1	795
IsSeriesConquer	08100FB0	1:number 2:number	1	0	number,number,number,number,number	1	603
IsSigningUp	08115930	1:number	1	1	number,number,number,number	1	880
IsSpectator	0810BF00		1	1	number,number	1	105
IsTongWarMap	080FE700	1:number	1	0	number	1	135
JoinMission	08137E40	1:number 2:number 3:number	1	1		0	2941
KickOutAccount	08118490	1:string	1	1	number	1	394
KickOutPlayer	08118370	1:string	1	1	number	1	682
KickOutSelf	081182C0		0	1		0	174
KillNpc	08117E00	1:number	1	1	number	1	374
KillNpcWithIdx	081181D0	1:number 2:number	1	1		0	414
KillPlayer	08117BC0		0	1		1	279
LGM_ApplyAddMember	0815C720	1:userdata 2:number 3:string	1	0	number,number	1	1115
LGM_ApplyRemoveMember	0815BAD0	1:number 2:string 3:string 4:number 5:number 6:number 7:string	1	0	number,number,number,number	1	1515
LGM_CreateMemberObj	0815D0F0		0	0	number	1	278
LGM_FreeMemberObj	0815C5C0	1:userdata	1	0	number,number	1	162
LGM_SetMemberInfo	0815CCA0	1:number 2:string 3:number 4:string 5:string	1	0	number,number,number,number,number	1	1382
LG_AddMemberToObj	0815DC80	1:userdata 2:userdata	1	0	number,number	1	275
LG_ApplyAddLeague	0815D210	1:userdata 2:number 3:string	1	0	number,number,number	1	1620
LG_ApplyAppendLeagueTask	0815C3B0	1:number 2:string 3:number 4:number 5:number 6:string	1	0	number,number	1	27
LG_ApplyAppendMemberTask	0815C0A0	1:number 2:string 3:string 4:number 5:number 6:number 7:string	1	0	number,number	1	27
LG_ApplyDoScript	0815B700	1:number 2:string 3:string 4:number 5:number 6:number 7:string 8:string	1	0	number,number,number,number,number,number	1	2450
LG_ApplyRemoveLeague	0815CED0	1:number 2:string 3:number 4:string	1	0	number,number,number	1	822
LG_ApplySetLeagueTask	0815C3D0	1:number 2:string 3:number 4:number 5:number 6:string	1	0	number,number	1	27
LG_ApplySetMemberTask	0815C0C0	1:number 2:string 3:string 4:number 5:number 6:number 7:string	1	0	number,number	1	27
LG_CreateLeagueObj	0815D740		0	0	number	1	292
LG_FreeLeagueObj	0815C670	1:userdata	1	0	number,number	1	162
LG_GetFirstLeague	0815B640	1:number	1	0	number	1	191
LG_GetLeagueCreateTime	0815DEF0	1:number 2:string 3:string 4:number	1	0	number,number,number,number,number	1	1075
LG_GetLeagueInfo	0815C500	1:userdata	1	0	string,number,number,string,number,number	3	180
LG_GetLeagueObj	0815E020	1:number 2:string 3:string 4:number	1	0	number,number,number	1	771
LG_GetLeagueObjByRole	0815DE40	1:number 2:string	1	0	number	1	161
LG_GetLeagueTask	0815E330	1:number 2:string 3:number	1	0	number,number	1	435
LG_GetMemberCount	0815B5D0	1:userdata	1	0	number,number	1	97
LG_GetMemberInfo	0815C3F0	1:userdata 2:number	1	0	string,number,string,number	2	265
LG_GetMemberJoinTime	0815E4F0	1:number 2:string 3:string	1	0	number,number	1	602
LG_GetMemberObj	0815DAC0	1:userdata 2:userdata	1	0	number,number,number	1	723
LG_GetMemberTask	0815E120	1:number 2:string 3:string 4:number	1	0	number,number	1	515
LG_GetNextLeague	0815D870	1:userdata 2:userdata	1	0	number,number,number,number	1	1315
LG_SetLeagueInfo	0815CB90	1:number 2:string 3:number 4:string 5:string	1	0	number,number,number,number,number,number,number	1	1654
Ladder_ClearLadder	08159A80	1:number	0	0		0	160
Ladder_GetLadderInfo	08159BD0	1:number 2:string 3:number 4:number 5:number 6:number	1	0	string,number,number,number	4	827
Ladder_NewLadder	08159D40	1:number 2:string 3:number 4:number 5:number 6:number	1	0		0	459
LeaveChannel	08104420	1:number 2:string	1	0		0	133
LeaveTeam	08121060	?:?	1	1		1	45
LeftFillString	0812F460	1:string 2:string	1	0	number,number	1	2576
LeftTrimString	081290B0		0	1	number,number,number	3	387
LoadMap	081013D0	1:number 2:number	1	0	number	1	293
LoadScript	08105020	1:number 2:string	1	0	number	1	326
LoginDelaySync	0810E1B0	1:number	1	1		0	142
Lottery_CheckPrize	08103220	1:string 2:number	1	0	number,number,number,number,number,number	1	521
Lottery_DrawCurrentIssue	081033B0	1:string	1	0	number,number	1	121
Lottery_GenerateItem	0810C680	1:number 2:number 3:number	1	1	number,number,number,number,number,number,number,number,number,number	3	928
Lottery_GetDesc	08103120	1:string 2:number	1	0	string,string	1	241
Lottery_GetLatestPrizeInfo	0812B930	1:number 2:number 3:string 4:string 5:number 6:string 7:number	1	1	number,number,table,string,table,number	1	2729
Lottery_StartNewIssue	08103430	1:string	1	0	number,number	1	121
Lottery_UpdateIssue	081034B0	1:string	1	0	number,number	1	121
Lottery_WriteLog	081030A0	1:string 2:string	1	0		0	120
MSDIdx2PIdx	08137970	1:number 2:number 3:number	1	1	number	1	3000
MagicAttrib2Str	08127E60	1:number	1	0	string,string	1	123
MakeDateTime	081038A0	1:number	1	0	number,number	1	533
MakeEnemy	080FB870		0	0		0	7
Mantle	08118F70		0	1	number,number	1	105
Message	08106830	1:string	0	0		0	37
MoveTongExp	0811ABD0	1:number 2:string 3:string	1	1	number	1	341
Msg2Faction	08120EC0	1:number 2:string 3:string	1	1		0	461
Msg2GM	0810F920	1:string 2:number	1	1		0	194
Msg2IP	081051E0	1:number 2:number 3:number 4:number	1	0		0	1476
Msg2MSAll	08134280	1:number 2:string 3:number	1	0		0	2920
Msg2MSGroup	08134C60	1:number 2:number 3:number	1	0	number	1	2862
Msg2MSPlayer	08133810	1:number 2:string 3:number	1	0		0	2832
Msg2Map	08105080	1:number 2:string	1	0		0	230
Msg2Player	081171B0	1:string	1	1		0	116
Msg2Region	080FB820		0	0		0	7
Msg2SubWorld	08105170	1:string	1	0		0	97
Msg2Team	081152C0	1:string	1	1		0	282
Msg2Tong	08120E00	1:number 2:string	1	0		0	106
NPCINFO_AddBlueNpc	081C25F0	1:number 2:number 3:number 4:number 5:number 6:number 7:number 8:string 9:number	1	1	number,number	1	1018
NPCINFO_GetLevel	081C0970	1:number 2:number	1	0	number,number,number,number	1	467
NPCINFO_GetName	081C25E0	1:number	0	0	string,string	1	148
NPCINFO_GetNpcCurrentLife	081C06B0	1:number	0	0	number	1	114
NPCINFO_GetNpcCurrentMana	081C0630	1:number	0	0	number	1	114
NPCINFO_GetNpcCurrentMaxLife	081C07C0	1:number	0	0	number	1	132
NPCINFO_GetNpcCurrentMaxMana	081C0730	1:number	0	0	number	1	132
NPCINFO_GetSeries	081C08E0	1:number 2:number	1	0	number,number,number,number,number,number	1	611
NPCINFO_GetTemplateId	081C0850	1:number 2:number	1	0	number,number,number,number,number,number,number,number	1	755
NPCINFO_SetMaxLife	081C1070	1:number	0	1		0	141
NPCINFO_SetMaxMana	081C0FE0	1:number	0	1		0	141
NPCINFO_SetNpcCurrentLife	081C0070	1:number 2:number	0	0		0	171
NPCINFO_SetNpcCurrentMana	081BFFC0	1:number 2:number	0	0		0	171
NPCINFO_SetNpcCurrentMaxLife	081C01C0	1:number 2:number	0	0		0	155
NPCINFO_SetNpcCurrentMaxMana	081C0120	1:number 2:number	0	0		0	155
NW_Abdicate	08128000	1:number	1	0	number	1	253
NW_AwardEmperor	08128060	1:number	1	0		0	157
NW_CheckText	08126DA0	1:string	1	0	number	1	104
NW_CloseCongratulation	08127FB0		0	0		0	78
NW_Dismiss	08126A40	1:string 2:number	1	1	number,number,number,number	0	594
NW_EmperorHistory	08127180	1:number 2:number	1	1	string,number,string,string,number,number,number,number,number,number	8	1446
NW_EmperorHistoryCount	08127100	1:number	1	0	number	1	116
NW_Enthrone	08126860	1:string 2:number	1	1	number,number,number,number,number,number	1	1074
NW_ForbidChat	08128550	1:string 2:number	1	0		0	230
NW_GetDuty	081173F0		0	1	number,number	1	584
NW_GetEmperorName	081000D0		0	0	string	1	32
NW_GetNationTitle	081000F0		0	0	string	1	32
NW_GetRemark	080FBEA0		0	0	number,number	2	106
NW_GetSealInfo	081016F0	1:number	1	0	string,number	1	320
NW_GetTask	08126D20	1:number	1	0	number	1	117
NW_InEmperorTong	08117380		0	1	number,number,number	1	696
NW_Instate	08126B50	1:string 2:number	1	1	number,number	0	322
NW_IsEmperor	081175D0		0	1	number	1	104
NW_Levy	08128640	1:number 2:number	1	0		0	231
NW_OpenCongratulation	08128100	1:string 2:number	1	0		0	237
NW_OwnSeal	08126C50	1:string	1	0		0	66
NW_RemarkEmperor	081284A0	1:string 2:number	1	0		0	406
NW_SetNationTitle	081281F0	1:string	0	1	number,number	1	264
NW_SetTask	08126CA0	1:number 2:number	1	0		0	126
NewItemEx	081205C0	1:number	1	1	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	2099
NewWorld	0811B690	1:number 2:number 3:number	1	1	number	1	681
NextTask	08174D40	1:string 2:number 3:number	1	1	string,nil,nil,string,nil,nil,number,nil,number,string,nil,number,number	2	1570
NoChoice	081170B0		0	1		0	69
NotifyArenaResult	08122800	1:number 2:number	1	0		0	180
NotifyWarResult	08122940	1:number 2:number	1	0		0	188
NpcCastSkill	0812B3A0	1:number 2:number 3:number 4:number 5:number	1	1	number,number	1	1050
NpcChat	0812E5A0	1:number 2:string 3:number	1	0		1	1330
NpcDialog	081744B0	?:?	1	1	number,number,number,number,number,number	1	115
NpcDropMoney	0811D9C0	1:number 2:number 3:number	0	0		0	223
NpcIdx2PIdx	081058B0	1:string 2:number 3:number 4:number 5:? ?:number	1	0	number,number	1	889
NpcName2Replace	081006D0	1:string	0	0	string,string	1	99
NpcNewWorld	0811B590	1:number 2:number 3:number 4:number	1	0	number	1	242
NpcSetHide	08101C10	1:number 2:number	1	0	number,number	1	270
NpcWalk	08118E50	1:number 2:number 3:number	1	0	number,number	1	276
NumOfSignUpTongs	080FDEF0	1:number	1	0	number	1	244
Number2Int	080FE900	1:number	0	0	number	1	80
Number2UInt	080FE8A0	1:number	0	0	number	1	85
OB_Append	080FF710	1:number 2:number	1	0	number,number,string	1	1056
OB_Clear	080FC360	1:number	1	0		0	161
OB_Copy	080FF870	1:number 2:number	1	0	number,string	1	704
OB_Create	08130230		0	0	number,number	1	491
OB_IsEmpty	080FC280	1:number	1	0	number,number	1	210
OB_PopByte	08128E30	1:number	1	0	nil,number	1	246
OB_PopDouble	08100220	1:number	1	0	nil,number	1	243
OB_PopInt	08128D30	1:number	1	0	nil,number	1	245
OB_PopString	08100320	1:number 2:number	1	0	nil,string,number,nil	1	506
OB_PushByte	0812F2D0	1:number 2:string	1	0	number,number,number,number,number	1	2534
OB_PushDouble	0812F150	1:number 2:string	1	0	number,number,number,number,number,number,number,number	1	2288
OB_PushInt	0812EFC0	1:number 2:string	1	0	number,number,number,number,number,number,number,number,number	1	2097
OB_PushString	08130B90	1:number 2:number 3:number 4:number 5:number 6:number 7:number 8:number	1	1	number,number,number	1	2414
OB_Release	08130440	1:number	1	1	number,number,number,number,number	1	810
ObjName2Relace	08100660	1:string	0	0	string,string	1	99
OfflineLive	08103020	1:string 2:string	1	0		0	248
OpenAllTask	081137C0		0	1		0	104
OpenBox	081299F0		0	1		0	370
OpenCardBack	080FB810		0	0		0	7
OpenCityManageUI	08115A40	1:number	1	1	number	1	608
OpenCreateTask	081139E0		0	1		0	74
OpenDice	081148A0	1:number	1	1		0	389
OpenGlbMission	08131890	1:number	1	0		0	3041
OpenHelp	08116490	1:number	1	1		0	200
OpenMission	081332F0	1:number 2:number 3:number	1	0		0	2944
OpenOwnTask	08113730		0	1		0	135
OpenProgressBar	081082D0	1:string 2:number 3:number 4:number 5:string 6:string 7:string	1	1	number,nil,number	1	692
OpenStoreBox	0810EE70	1:number 2:number	1	1		0	529
OpenStores	08122AD0		0	1		0	41
OpenSubmitAuction	081135C0		0	1		0	74
OpenTongCamp	08114470		0	1		0	127
OpenTongZhaoMu	0811AF70		0	1		0	168
OpenWatchGameInputDlg	081C1890	1:number	1	1		0	146
OutputMonsterPos	08128730	1:number 2:number	1	1	number,number,nil,number	1	1781
